canonical_model_key,quant,repos,downloads
uncensored-llama-3-2-3b-xxx,q4,1,76
uncensored-llama3-1-nemotron,q2,1,47
uncensored-mistral-7b-v0-3-seaftensors,q2,1,247
uncensored-mix,q2,1,225
uncensored-qwen1-5-1-8b-chat-k-m,q4,1,80
uncensored-qwen2-5-coder-7b-seaftensors,q2,2,402
uncensored-qwen2-7b-k-m,q4,1,71
uncensored-replete-coder-qwen2-1-5b-k-m,q4,1,93
uncensored-roleplay-bot,none,1,0
uncensored-zephyr-7b-alpha-k-m,q4,1,43
uncensoredlm-deepseek-r1-distill-qwen-14b,q2,4,6397
uncensoredlm-deepseek-r1-distill-qwen-14b,q4,4,27
uncensoredlm-deepseek-r1-distill-qwen-14b,q5,2,14
uncensoredlm-deepseek-r1-distill-qwen-14b,q6,2,31
uncensoredlm-deepseek-r1-distill-qwen-14b,q8,2,20
uncensoredlm-medium,q2,1,59
uncensoredlm-medium-notleft,q2,1,5
unfiltered-ai-chatbot-crushon,none,1,0
unfiltered-chatbot-interface,none,1,0
unfilteredai-1b,q2,2,741
unfilteredai-1b-k-l,fp16,1,219
unfilteredai-1b-k-l,q2,1,476
unfilteredai-1b-xs,q2,1,219
unfilteredai-promt-generator-bnb-smashed,none,1,9
unfilteredai-unfilteredai-1b,none,1,0
unhinged-qwen2-5-r1-1m-uncensored,bf16,2,476
unlocked,none,1,0
unlockmgm,none,1,0
unrestricted-uncensored-mighty-mistral,none,1,0
unsafe-classifier,none,1,0
unsafe-eval-pickle-model,none,1,0
unsafe-keras,none,1,7
unsafe-llama-3-1-8b-instruct,q2,1,51
unsafe-llama-3-3-70b-instruct,q2,2,1385
unsafe-llama-3-8b,q2,3,561
unsafe-llama-3-8b-k-m,q4,1,4
unsafe-llama-3-8b-xs,q2,1,3
unsafe-model,none,4,0
unsafe-models,none,1,5
unsafe-saved-model,none,1,6
unsafe-secrets,none,1,0
unsafexl-v33,none,1,0
unsloth,q8,2,39
unsloth-k-m,q4,5,351
utility-model-model-00001-of-00006,none,1,0
uvr5-weights-dereverb-by-foxjoy-vocals,none,1,0
uwu-7b-instruct,none,1,9
uwu-7b-instruct-abliterated,q2,2,190
uwu-7b-instruct-abliterated,q4,2,10
uwu-7b-instruct-abliterated,q5,3,6
uwu-7b-instruct-abliterated,q6,1,5
uwu-7b-instruct-abliterated,q8,1,8
v1,none,1,0
vanilla-cn-roleplay-0-1,q2,1,212
vanilla-cn-roleplay-0-2,q2,2,381
vecteus-v1-abliterated,int4,1,0
vecteus-v1-abliterated,q4,1,2
vecteus-v1-abliterated,q8,2,30
versatillama-llama-3-2-3b-instruct-abliterated,bf16,1,45
versatillama-llama-3-2-3b-instruct-abliterated,q2,1,338
versatillama-llama-3-2-3b-instruct-abliterated,q4,2,9
versatillama-llama-3-2-3b-instruct-abliterated,q5,2,22
versatillama-llama-3-2-3b-instruct-abliterated,q6,1,10
versatillama-llama-3-2-3b-instruct-abliterated,q8,1,11
versatillama-llama-3-2-3b-instruct-abliterated-nl,q2,1,23
vicuna-7b-v1-5,none,2,0
vicuna-7b-v1-5-uncensored,q2,2,303
vicuzard-30b-uncensored-instruct-pl-lora-unload,q2,1,186
vikhr-llama-3-2-1b-instruct,none,1,15
vikhr-llama-3-2-1b-instruct-abliterated,q2,1,1535
vikhr-llama-3-2-1b-instruct-abliterated,q4,2,26
vikhr-llama-3-2-1b-instruct-abliterated,q8,1,22
vikhr-llama-3-2-1b-instruct-abliterated-nl,q2,1,39
virtuoso-small,none,1,3
vit-clip-vit-large-patch14-336-pytorch-model,none,3,13559
vmlu-llm,none,1,10
vmlu-llm-7b-uncensored,none,1,3
vmlu-llm-7b-uncensored,q2,1,86
vmlu-llm-7b-uncensored-xs,q2,1,121
wedqwdd,none,1,0
wizard-vicuna-13b-uncensored,none,2,4549
wizard-vicuna-13b-uncensored,q2,4,16144
wizard-vicuna-13b-uncensored-k-l,q2,1,127
wizard-vicuna-13b-uncensored-spqr,none,1,12
wizard-vicuna-13b-uncensored-superhot-8k-128g-no-act-order,none,1,12
wizard-vicuna-13b-uncensored-superhot-8k-k-l,q2,1,146
wizard-vicuna-13b-uncensored-superhot-8k-k-m,q4,1,43
wizard-vicuna-30b-uncensored,fp16,2,413
wizard-vicuna-30b-uncensored,none,2,1236
wizard-vicuna-30b-uncensored,q2,3,5316
wizard-vicuna-30b-uncensored,q3,1,16
wizard-vicuna-30b-uncensored-k-l,q2,1,100
wizard-vicuna-30b-uncensored-lxctx-pi-16384-lora,fp16,2,430
wizard-vicuna-30b-uncensored-lxctx-pi-16384-lora-32g,fp32,1,14
wizard-vicuna-70k-unfiltered,none,1,0
wizard-vicuna-7b-uncensored,none,6,4341
wizard-vicuna-7b-uncensored,q2,3,4198
wizard-vicuna-7b-uncensored-128g-no-act-order,none,1,11
wizardlm-1-0-uncensored-codellama-34b,none,2,18
wizardlm-1-0-uncensored-codellama-34b,q2,3,1852
wizardlm-1-0-uncensored-llama2-13b,none,2,22
wizardlm-1-0-uncensored-llama2-13b,q2,4,6829
wizardlm-1-0-uncensored-llama2-13b-k-l,q2,1,72
wizardlm-1-0-uncensored-llama2-13b-k-s,q4,1,73
wizardlm-13b-uncensored,none,2,17
wizardlm-13b-uncensored,q2,4,3714
wizardlm-13b-uncensored,q4,2,26
wizardlm-13b-uncensored-k-l,q2,2,364
wizardlm-13b-uncensored-xxs,q2,1,147
wizardlm-13b-v1-0-uncensored,none,2,1285
wizardlm-13b-v1-0-uncensored,q2,4,2599
wizardlm-2-7b-abliterated,q2,4,450
wizardlm-2-7b-abliterated,q4,1,46
wizardlm-2-7b-abliterated-0-4-4,q2,1,40
wizardlm-2-7b-abliterated-k-m,q4,1,70
wizardlm-2-7b-abliterated-xs,q2,1,41
wizardlm-2-7b-abliterated-xxs,q2,1,262
wizardlm-30b-uncensored,fp32,2,44
wizardlm-30b-uncensored,q2,3,1954
wizardlm-30b-uncensored-guanaco-supercot-30b,q2,3,1124
wizardlm-30b-uncensored-guanaco-supercot-30b-xs,q2,1,54
wizardlm-33b-v1-0-uncensored,none,2,32
wizardlm-33b-v1-0-uncensored,q2,4,1834
wizardlm-33b-v1-0-uncensored,q3,1,20
wizardlm-33b-v1-0-uncensored-superhot-8k,none,1,20
wizardlm-7b-uncensored,fp16,1,95
wizardlm-7b-uncensored,none,6,1663
wizardlm-7b-uncensored,q2,4,5775
wizardlm-7b-uncensored,q4,4,194
wizardlm-7b-uncensored,q5,2,13
wizardlm-7b-uncensored,q6,1,3
wizardlm-7b-uncensored,q8,1,11
wizardlm-7b-uncensored-128g-compat-no-act-order,none,2,48
wizardlm-7b-uncensored-128g-ooba-no-act-order,none,1,13
wizardlm-7b-uncensored-ggccv1,fp16,1,8
wizardlm-7b-uncensored-k-l,q2,1,99
wizardlm-7b-uncensored-xxs,q2,1,106
wizardlm-7b-v1-0-uncensored,none,3,34
wizardlm-7b-v1-0-uncensored,q2,4,1344
wizardlm-7b-v1-0-uncensored-128g-no-act-order,none,1,11
wizardlm-uncensored-falcon-40b,q2,2,581
wizardlm-uncensored-falcon-40b,q5,1,14
wizardlm-uncensored-falcon-40b-ggccv1-k,q2,1,5
wizardlm-uncensored-falcon-7b,q2,2,1361
wizardlm-uncensored-falcon-7b-sharded,bf16,1,2
wizardlm-uncensored-supercot-storytelling-30b,fp32,2,1041
wizardlm-uncensored-supercot-storytelling-30b,q2,1,2713
wizardlm-uncensored-supercot-storytelling-30b-superhot-8k-32g,fp32,1,11
wizardvicuna-uncensored-3b-0719,q2,1,137
wizardvicuna-uncensored-3b-0719-xs,q2,1,94
writing-roleplay-20k-context-nemo-12b-v1,none,1,1
writing-roleplay-20k-context-nemo-12b-v1,q2,4,4292
writing-roleplay-20k-context-nemo-12b-v1,q4,1,1179
writing-roleplay-20k-context-nemo-12b-v1,q8,1,30
wukong-phi-3-instruct-ablated,q4,1,115
wvush30b,none,1,12
www-unlockios18-com,none,1,0
x-ray-alpha,q4,1,35
xlm-align-base,none,1,10
xortron22b-uncensored,q2,2,345
xortron22b-uncensored,q4,1,0
xortron22b-uncensored,q5,1,3
xortron22b-uncensored,q6,1,0
xs-shi-cis-kestrel-uncensored-xs-00001-of-00002,q2,1,44
xsum-unaligned-larget5,none,1,0
yi-1-5-34b-chat,none,1,81
yi-1-5-34b-chat-abliterated,none,2,34
yi-1-5-34b-chat-abliterated,q2,2,673
yi-1-5-34b-chat-abliterated,q4,1,37
yi-1-5-9b-chat,none,1,9973
yi-1-5-9b-chat-16k,none,1,9977
yi-1-5-9b-chat-16k-abliterated,q2,2,739
yi-1-5-9b-chat-16k-abliterated,q4,1,4
yi-1-5-9b-chat-abliterated,none,1,13
yi-1-5-9b-chat-abliterated,q2,2,483
yi-1-5-9b-chat-abliterated,q4,1,10
z4fr-freedom-art-ia,none,1,0
zephyr-3b-freedomrp-qlora-merged-xs,q2,1,14
zephyr-7b-beta,none,1,2
zetasepic-abliteratedv2-qwen2-5-32b-inst-basemerge-ties,none,1,0
zetasepic-abliteratedv2-qwen2-5-32b-inst-basemerge-ties,q2,2,751
zetasepic-abliteratedv2-qwen2-5-32b-inst-basemerge-ties,q4,1,7
zetasepic-abliteratedv2-qwen2-5-32b-inst-basemerge-ties,q6,1,60
zeus-8b-v13-abliterated,q2,2,430
zeus-8b-v17-abliterated,none,1,2
zeus-8b-v17-abliterated,q2,2,639
zeus-8b-v17-abliterated-v2,q2,2,313
zeus-8b-v17-abliterated-v4,q2,2,989
zeus-8b-v17-abliterated-v4,q4,1,9
zeus-8b-v2,none,1,13
zeus-8b-v2-abliterated,none,1,3
zeus-8b-v2-abliterated,q2,2,712
